adult|backdrop_path|belongs_to_collection|budget|genres|homepage|id|imdb_id|original_language|original_title|overview|popularity|poster_path|production_companies|production_countries|release_date|revenue|runtime|spoken_languages|status|tagline|title|video|vote_average|vote_count|cast|directors
False|/zjLR7DbWujKiG7VhtjQ4r3gsjou.jpg||0|[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]||43000|tt0055827|fr|Le Caporal épinglé|The story serves as a companion piece to Renoir's 1937 film, Grand Illusion, once more bringing together men from across the broad social spectrum of French society to depict one man's Sisyphean efforts to escape captivity in a German POW camp.|3.892|/uagTKYLsRxVq5cfCMJNyOnlfUxz.jpg|[{'id': 16059, 'logo_path': None, 'name': 'Les Films du Cyclope', 'origin_country': 'FR'}]|[{'iso_3166_1': 'FR', 'name': 'France'}]|1962-05-23|0|90|[{'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]|Released||The Elusive Corporal|False|5.9|10|[{'cast_id': 3, 'character': 'Caporal', 'credit_id': '52fe4626c3a36847f80ef695', 'gender': 2, 'id': 19162, 'name': 'Jean-Pierre Cassel', 'order': 0, 'profile_path': '/iCZ9CFw55lwdERGuIEFrkpOdaBi.jpg'}, {'cast_id': 4, 'character': 'Papa', 'credit_id': '52fe4626c3a36847f80ef699', 'gender': 2, 'id': 1958, 'name': 'Claude Brasseur', 'order': 1, 'profile_path': '/A5BUh4QqXmFIhJMcD0rDFracPvL.jpg'}, {'cast_id': 5, 'character': 'Ballochet', 'credit_id': '52fe4626c3a36847f80ef69d', 'gender': 2, 'id': 24903, 'name': 'Claude Rich', 'order': 2, 'profile_path': '/pFKzxPQsAIbVsAhrDvp974U9Ras.jpg'}, {'cast_id': 6, 'character': 'Émile', 'credit_id': '52fe4626c3a36847f80ef6a1', 'gender': 2, 'id': 24540, 'name': 'Jean Carmet', 'order': 3, 'profile_path': '/dKtbIjEH9FI8Oa55uI5n8BA5qGK.jpg'}, {'cast_id': 7, 'character': 'Penche-à-gauche', 'credit_id': '52fe4626c3a36847f80ef6a5', 'gender': 2, 'id': 70142, 'name': 'Jacques Jouanneau', 'order': 4, 'profile_path': '/6U6jS7QVGOBABSQIhjqGQ1RCoOs.jpg'}, {'cast_id': 8, 'character': 'Caruso', 'credit_id': '52fe4626c3a36847f80ef6a9', 'gender': 2, 'id': 28189, 'name': 'Mario David', 'order': 5, 'profile_path': '/AqUXJB3qn6ihZ745806cR82kd5f.jpg'}, {'cast_id': 9, 'character': 'Le bèque', 'credit_id': '52fe4626c3a36847f80ef6ad', 'gender': 2, 'id': 25179, 'name': 'Guy Bedos', 'order': 6, 'profile_path': '/xwUouUimcmOwwfyRkwBVsvum3vL.jpg'}, {'cast_id': 10, 'character': 'le prisonnier électricien', 'credit_id': '52fe4626c3a36847f80ef6b1', 'gender': 2, 'id': 278368, 'name': 'Philippe Castelli', 'order': 7, 'profile_path': '/wibBdQJ8ILvQ5aR1MhxNMbqXpxr.jpg'}, {'cast_id': 11, 'character': 'Reisender', 'credit_id': '566dc32892514125d300703c', 'gender': 2, 'id': 38244, 'name': 'O.E. Hasse', 'order': 8, 'profile_path': '/bSpUiYizOWjuOGNyBSNKI9rv1Qo.jpg'}, {'cast_id': 12, 'character': 'Erika Schmidt', 'credit_id': '566dc34d9251412dbc007059', 'gender': 1, 'id': 1857, 'name': 'Cornelia Froboess', 'order': 9, 'profile_path': '/7G75SjsdhqHBJYg1WzECPH3TYP.jpg'}]|[{'credit_id': '52fe4626c3a36847f80ef68b', 'department': 'Directing', 'gender': 2, 'id': 11528, 'job': 'Director', 'name': 'Jean Renoir', 'profile_path': '/oN93wdY94BIVDQVbFfHGOBCk3L.jpg'}]
False|||0|[{'id': 18, 'name': 'Drama'}]||43001|tt0055910|fr|Cybèle ou les dimanches de ville d'Avray|The tragic story of a young orphan girl who is befriended by an innocent but emotionally disabled veteran of the French Indochina War.|5.482|/sTx0bYeq1OtKOGZSsbsY8zlhnZK.jpg|[{'id': 7808, 'logo_path': None, 'name': 'Fidès', 'origin_country': ''}, {'id': 101713, 'logo_path': None, 'name': 'Les Films Trocadero', 'origin_country': ''}, {'id': 2325, 'logo_path': None, 'name': 'Orsay Films', 'origin_country': ''}]|[{'iso_3166_1': 'AT', 'name': 'Austria'}, {'iso_3166_1': 'FR', 'name': 'France'}]|1962-11-12|0|110|[{'iso_639_1': 'fr', 'name': 'Français'}]|Released||Sundays and Cybele|False|7.4|28|"[{'cast_id': 4, 'character': 'Pierre', 'credit_id': '52fe4626c3a36847f80ef6d7', 'gender': 2, 'id': 37777, 'name': 'Hardy Krüger', 'order': 0, 'profile_path': '/mCAYIY4DDIaYnCEoGdRL7t1sw4Z.jpg'}, {'cast_id': 5, 'character': 'Madeleine', 'credit_id': '52fe4626c3a36847f80ef6db', 'gender': 1, 'id': 112198, 'name': 'Nicole Courcel', 'order': 1, 'profile_path': '/1pQJujlsaVip4k65QpgLftgOrfL.jpg'}, {'cast_id': 6, 'character': 'Françoise/Cybèle', 'credit_id': '52fe4626c3a36847f80ef6df', 'gender': 0, 'id': 999598, 'name': 'Patricia Gozzi', 'order': 2, 'profile_path': None}, {'cast_id': 7, 'character': 'Carlos', 'credit_id': '52fe4626c3a36847f80ef6e3', 'gender': 2, 'id': 34679, 'name': 'Daniel Ivernel', 'order': 3, 'profile_path': '/idrRBz3vaeCIIUU3vKppuyN3ueD.jpg'}, {'cast_id': 8, 'character': 'Bernard', 'credit_id': '5a9c7f9fc3a3680bb9035866', 'gender': 2, 'id': 17482, 'name': 'André Oumansky', 'order': 4, 'profile_path': '/ezlKFaTsAQjIePtLpFHF7uMWebh.jpg'}, {'cast_id': 9, 'character': 'Françoise II', 'credit_id': '5a9c7fa70e0a2605f2039326', 'gender': 1, 'id': 28606, 'name': 'Anne-Marie Coffinet', 'order': 5, 'profile_path': '/zKI1wnuVJorc7d1CAzkplrxZbfU.jpg'}, {'cast_id': 10, 'character': 'Le facteur', 'credit_id': '5a9c7fb29251412896037b5b', 'gender': 2, 'id': 1304793, 'name': 'René Clermont', 'order': 6, 'profile_path': None}, {'cast_id': 11, 'character': 'La voyante', 'credit_id': '5a9c7fbe0e0a26061103d476', 'gender': 1, 'id': 38890, 'name': 'Malka Ribowska', 'order': 7, 'profile_path': '/sqWqzm4qLr3IL6zjZLtip9grCLY.jpg'}, {'cast_id': 12, 'character': 'Fiacre', 'credit_id': '5a9c7fcc0e0a2605d503b90b', 'gender': 0, 'id': 589404, 'name': 'Michel de Ré', 'order': 8, 'profile_path': None}, {'cast_id': 13, 'character': 'Lulu', 'credit_id': '5a9c7fd60e0a2605f2039341', 'gender': 1, 'id': 185247, 'name': 'France Anglade', 'order': 9, 'profile_path': '/qd7ugucZuaAgfwKTzaPecsKRadd.jpg'}, {'cast_id': 14, 'character': ""L'épicier"", 'credit_id': '5a9c7feb0e0a2605e403f6a5', 'gender': 2, 'id': 41716, 'name': 'Paul Bonifas', 'order': 10, 'profile_path': '/dBzm84nvzxtUsR4a6Dx5f0DA7F7.jpg'}, {'cast_id': 15, 'character': 'Le cavalier', 'credit_id': '5a9c7ff892514127ea03870c', 'gender': 2, 'id': 605481, 'name': 'Serge Bourguignon', 'order': 11, 'profile_path': None}, {'cast_id': 16, 'character': ""L'employé de gare"", 'credit_id': '5a9c80030e0a26064903c3ca', 'gender': 2, 'id': 927652, 'name': 'Alain Bouvette', 'order': 12, 'profile_path': None}, {'cast_id': 17, 'character': ""L'épicière"", 'credit_id': '5a9c8012925141284203627f', 'gender': 1, 'id': 1990767, 'name': 'Renée Duchateau', 'order': 13, 'profile_path': None}, {'cast_id': 18, 'character': '', 'credit_id': '5a9c801992514128cc0384d8', 'gender': 1, 'id': 572398, 'name': 'Florence Blot', 'order': 14, 'profile_path': None}]"|[{'credit_id': '52fe4626c3a36847f80ef6c7', 'department': 'Directing', 'gender': 2, 'id': 605481, 'job': 'Director', 'name': 'Serge Bourguignon', 'profile_path': None}]
False|/7hbpOpGDOYZ4G8ddLuzNmzxZP6.jpg||0|[{'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}]||43002|tt0056195|en|Lonely Are the Brave|A fiercely independent cowboy arranges to have himself locked up in jail in order to then escape with an old friend who has been sentenced to the penitentiary.|8.262|/h5gaDp7FurCVfUCIceZxcP3eaXG.jpg|[{'id': 3810, 'logo_path': None, 'name': 'Joel Productions', 'origin_country': ''}]|[{'iso_3166_1': 'US', 'name': 'United States of America'}]|1962-05-24|0|107|[{'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'en', 'name': 'English'}]|Released|Life can never cage a man like this!|Lonely Are the Brave|False|7.5|70|"[{'cast_id': 1, 'character': 'John W. ""Jack"" Burns', 'credit_id': '52fe4626c3a36847f80ef705', 'gender': 2, 'id': 2090, 'name': 'Kirk Douglas', 'order': 0, 'profile_path': '/tsuLHw2TD8EtvIAEgYQu9l2kQkC.jpg'}, {'cast_id': 2, 'character': 'Jerry Bondi', 'credit_id': '52fe4626c3a36847f80ef709', 'gender': 1, 'id': 4800, 'name': 'Gena Rowlands', 'order': 1, 'profile_path': '/qkEeCpF7k4fE1QNQeYf2fdMpu6q.jpg'}, {'cast_id': 3, 'character': 'Sheriff Morey Johnson', 'credit_id': '52fe4626c3a36847f80ef70d', 'gender': 2, 'id': 6837, 'name': 'Walter Matthau', 'order': 2, 'profile_path': '/c3dCBlyf12yTNhS2sdSXRFaBatj.jpg'}, {'cast_id': 4, 'character': 'Hinton', 'credit_id': '52fe4626c3a36847f80ef711', 'gender': 2, 'id': 26512, 'name': ""Carroll O'Connor"", 'order': 3, 'profile_path': '/28NNmJGHFzdEK0GJLhL4NnGpmF7.jpg'}, {'cast_id': 6, 'character': 'Harry', 'credit_id': '52fe4626c3a36847f80ef719', 'gender': 2, 'id': 15992, 'name': 'William Schallert', 'order': 4, 'profile_path': '/862YCXRbmhADXVC0RaxfwNT9g4E.jpg'}, {'cast_id': 7, 'character': 'Deputy Sheriff Gutierrez', 'credit_id': '52fe4626c3a36847f80ef71d', 'gender': 2, 'id': 12950, 'name': 'George Kennedy', 'order': 5, 'profile_path': '/fT8UklgKbgK7ggZvqWwsai6Bh0g.jpg'}, {'cast_id': 5, 'character': 'Paul Bondi', 'credit_id': '52fe4626c3a36847f80ef715', 'gender': 2, 'id': 72659, 'name': 'Michael Kane', 'order': 6, 'profile_path': None}, {'cast_id': 8, 'character': 'Rev. Hoskins (prison inmate)', 'credit_id': '52fe4626c3a36847f80ef721', 'gender': 2, 'id': 12158, 'name': 'Karl Swenson', 'order': 7, 'profile_path': '/5VZ6exiXp5PY7EhgyPEeUHfB7wJ.jpg'}, {'cast_id': 9, 'character': 'First deputy arraigning Burns', 'credit_id': '52fe4626c3a36847f80ef725', 'gender': 2, 'id': 137389, 'name': 'William Mims', 'order': 8, 'profile_path': None}, {'cast_id': 10, 'character': 'Old Man', 'credit_id': '52fe4626c3a36847f80ef729', 'gender': 2, 'id': 94401, 'name': 'Martín Garralaga', 'order': 9, 'profile_path': '/glBr164choVkEaQDpsUJAPzQYq9.jpg'}, {'cast_id': 25, 'character': 'Airman in Helicopter', 'credit_id': '5a073ef1c3a3685f8100299c', 'gender': 2, 'id': 19138, 'name': 'Bill Bixby', 'order': 10, 'profile_path': '/eKcpqTutiVxQeAPbwupjSV5DXE.jpg'}, {'cast_id': 26, 'character': 'Deputy', 'credit_id': '5a073f0dc3a3685f810029bd', 'gender': 2, 'id': 133832, 'name': 'George Keymas', 'order': 11, 'profile_path': '/paSclJPl1F29y2N2aGZUUp0m1cW.jpg'}, {'cast_id': 27, 'character': 'Deputy in Canyon', 'credit_id': '5a073f1c9251410775002ae6', 'gender': 2, 'id': 40577, 'name': 'Harry Lauter', 'order': 12, 'profile_path': '/b1bgW9udq1WtUth8SxU1bUUGsV1.jpg'}, {'cast_id': 11, 'character': 'Prisoner', 'credit_id': '52fe4626c3a36847f80ef72d', 'gender': 2, 'id': 94894, 'name': 'Lalo Rios', 'order': 13, 'profile_path': None}, {'cast_id': 28, 'character': 'One Arm', 'credit_id': '5a073f2bc3a3685ed6002c10', 'gender': 0, 'id': 1242437, 'name': 'Bill Raisch', 'order': 14, 'profile_path': None}, {'cast_id': 29, 'character': 'Navajo Prisoner Who Escapes', 'credit_id': '5a073f429251410735002dc3', 'gender': 0, 'id': 565200, 'name': 'Vince St. Cyr', 'order': 15, 'profile_path': None}]"|[{'credit_id': '52fe4626c3a36847f80ef733', 'department': 'Directing', 'gender': 2, 'id': 73256, 'job': 'Director', 'name': 'David Miller', 'profile_path': '/k43xGVyc8hkfDycwRGUeR6QbbLI.jpg'}]
False|/28a0wvZb8kyjVBd6BcPEnrHbrhm.jpg||0|[{'id': 99, 'name': 'Documentary'}]||43003|tt0072962|fr|Vérités et Mensonges|Documents the lives of infamous fakers Elmyr de Hory and Clifford Irving. De Hory, who later committed suicide to avoid more prison time, made his name by selling forged works of art by painters like Picasso and Matisse. Irving was infamous for writing a fake autobiography of Howard Hughes. Welles moves between documentary and fiction as he examines the fundamental elements of fraud and the people who commit fraud at the expense of others.|7.83|/qe6uEkCFGzY4j3nBLIEfEibubzC.jpg|[{'id': 36547, 'logo_path': None, 'name': 'SACI', 'origin_country': 'IR'}, {'id': 533, 'logo_path': None, 'name': 'Janus Films', 'origin_country': ''}]|[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'IR', 'name': 'Iran'}]|1975-03-12|0|89|[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'es', 'name': 'Español'}]|Released||F for Fake|False|7.5|178|[{'cast_id': 3, 'character': 'Himself', 'credit_id': '52fe4626c3a36847f80ef755', 'gender': 2, 'id': 40, 'name': 'Orson Welles', 'order': 0, 'profile_path': '/c5wKlmD001cQAqJjvDbVOTVeAyV.jpg'}, {'cast_id': 6, 'character': 'Himself', 'credit_id': '52fe4626c3a36847f80ef763', 'gender': 0, 'id': 143085, 'name': 'Elmyr de Hory', 'order': 1, 'profile_path': '/m3p6Aolba3fdt0pKDhsyrcDfAmH.jpg'}, {'cast_id': 7, 'character': 'Himself', 'credit_id': '52fe4626c3a36847f80ef767', 'gender': 2, 'id': 60188, 'name': 'Clifford Irving', 'order': 2, 'profile_path': '/3cLcu0aFlW9Oldp3D6lkpeBUrE7.jpg'}, {'cast_id': 5, 'character': 'The Girl', 'credit_id': '52fe4626c3a36847f80ef75f', 'gender': 1, 'id': 143081, 'name': 'Oja Kodar', 'order': 3, 'profile_path': '/oMwn51HBBlSNnn77E4HwCfzJLMz.jpg'}, {'cast_id': 9, 'character': 'Himself', 'credit_id': '55b537b99251410457004fba', 'gender': 2, 'id': 14729, 'name': 'Laurence Harvey', 'order': 4, 'profile_path': '/iSKq4IsgLEDdzboqtthn2RWkJlv.jpg'}, {'cast_id': 2, 'character': 'Himself', 'credit_id': '52fe4626c3a36847f80ef751', 'gender': 2, 'id': 7664, 'name': 'Joseph Cotten', 'order': 5, 'profile_path': '/djfCB0jPOgmq3w7RD3BMLzWsAu8.jpg'}, {'cast_id': 24, 'character': 'Herself', 'credit_id': '5be5a8d8c3a36810ca04bfe4', 'gender': 0, 'id': 2171877, 'name': 'Edith Irving', 'order': 6, 'profile_path': None}, {'cast_id': 25, 'character': 'Himself', 'credit_id': '5be5a9019251415c7e042af4', 'gender': 0, 'id': 2171879, 'name': 'David Walsh', 'order': 7, 'profile_path': None}, {'cast_id': 26, 'character': 'Himself', 'credit_id': '5be5a911c3a36810d2044afc', 'gender': 2, 'id': 11033, 'name': 'Paul Stewart', 'order': 8, 'profile_path': '/2sYUlDzOJcjE6W3S80hYpkwcAzN.jpg'}, {'cast_id': 27, 'character': 'Himself', 'credit_id': '5be5a9699251415c7a03fec1', 'gender': 0, 'id': 2171880, 'name': 'Richard Wilson', 'order': 9, 'profile_path': None}, {'cast_id': 28, 'character': 'Himself', 'credit_id': '5be5a9830e0a2614b10451a6', 'gender': 0, 'id': 1256010, 'name': 'Richard Drewitt', 'order': 10, 'profile_path': None}, {'cast_id': 29, 'character': 'Himself', 'credit_id': '5be5a9969251415c8203f4e6', 'gender': 0, 'id': 1379251, 'name': 'Alexander Welles', 'order': 11, 'profile_path': None}, {'cast_id': 30, 'character': 'Himself', 'credit_id': '5be5a9adc3a36810c4046b32', 'gender': 2, 'id': 30683, 'name': 'Gary Graver', 'order': 12, 'profile_path': '/hgxyf9QroD3VyKefTXt8ymxCP2t.jpg'}, {'cast_id': 31, 'character': 'Himself', 'credit_id': '5be5a9c2c3a36810c1045f65', 'gender': 2, 'id': 13159, 'name': 'Andrés Vicente Gómez', 'order': 13, 'profile_path': '/4R1F2kZ9ZnzNQv5Vja9Btqa7A07.jpg'}, {'cast_id': 32, 'character': 'Himself', 'credit_id': '5be5a9d5c3a36810c4046b7f', 'gender': 0, 'id': 2171884, 'name': 'Julio Palinkas', 'order': 14, 'profile_path': None}, {'cast_id': 33, 'character': 'Himself', 'credit_id': '5be5a9e8c3a36810c604b166', 'gender': 0, 'id': 1624784, 'name': 'Christian Odasso', 'order': 15, 'profile_path': None}, {'cast_id': 34, 'character': 'Herself', 'credit_id': '5be5aa0dc3a36810c1045fe2', 'gender': 0, 'id': 2171887, 'name': 'Françoise Widhoff', 'order': 16, 'profile_path': None}, {'cast_id': 35, 'character': 'Himself', 'credit_id': '5be5aa21c3a36810c4046bfb', 'gender': 2, 'id': 39012, 'name': 'Peter Bogdanovich', 'order': 17, 'profile_path': '/m3aMMYzzEbqKEwGOyEPq7Rt1gAj.jpg'}, {'cast_id': 36, 'character': 'Himself', 'credit_id': '5be5aa2f0e0a2614ba04444d', 'gender': 0, 'id': 11030, 'name': 'William Alland', 'order': 18, 'profile_path': None}, {'cast_id': 37, 'character': 'Himself', 'credit_id': '5be5aa5e0e0a2614ac044c5e', 'gender': 0, 'id': 2171888, 'name': 'Mark Forgy', 'order': 19, 'profile_path': None}, {'cast_id': 38, 'character': 'Herself', 'credit_id': '5be5aa76c3a36810ca04c274', 'gender': 1, 'id': 41732, 'name': 'Nina van Pallandt', 'order': 20, 'profile_path': '/8eUeOcWHczbpFGYyYtYTgZC7WES.jpg'}, {'cast_id': 39, 'character': 'Himself (Archive Footage)', 'credit_id': '5be5aa8bc3a36810bf045d5d', 'gender': 2, 'id': 13348, 'name': 'Howard Hughes', 'order': 21, 'profile_path': None}]|[{'credit_id': '52fe4626c3a36847f80ef75b', 'department': 'Directing', 'gender': 2, 'id': 40, 'job': 'Director', 'name': 'Orson Welles', 'profile_path': '/c5wKlmD001cQAqJjvDbVOTVeAyV.jpg'}]
False|/bQzj8DnIghVqUSe5EsH4uTV3jQb.jpg||500000|[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]||43004|tt0056196|en|Long Day's Journey Into Night|The film follows one day in the lives of the Tyrone family, each member is troubled and has been damaged by alcohol and/or drugs. In addition, they have issues with each other that lead to fights and an inability to reconcile completely with one another.|5.694|/v0LN26HmrCEgZiDGpO3xJGkb9OK.jpg|[{'id': 77598, 'logo_path': None, 'name': 'First Company', 'origin_country': ''}]|[{'iso_3166_1': 'US', 'name': 'United States of America'}]|1962-10-09|0|174|[{'iso_639_1': 'en', 'name': 'English'}]|Released|PRIDE...POWER...PASSION...PAIN!|Long Day's Journey Into Night|False|6.9|32|[{'cast_id': 1, 'character': 'Mary Tyrone', 'credit_id': '52fe4626c3a36847f80ef77b', 'gender': 1, 'id': 6598, 'name': 'Katharine Hepburn', 'order': 0, 'profile_path': '/hzBSOe6bburyMeeCqD9kR9tRfdD.jpg'}, {'cast_id': 2, 'character': 'James Tyrone', 'credit_id': '52fe4626c3a36847f80ef77f', 'gender': 2, 'id': 12689, 'name': 'Ralph Richardson', 'order': 1, 'profile_path': '/meAOwvd6XIxvBXVXV7kuTOnCkqw.jpg'}, {'cast_id': 3, 'character': 'Jamie Tyrone', 'credit_id': '52fe4626c3a36847f80ef783', 'gender': 2, 'id': 4765, 'name': 'Jason Robards', 'order': 2, 'profile_path': '/1HEKkA5x5fddJIcy8CIkPDLfx9I.jpg'}, {'cast_id': 4, 'character': 'Edmund Tyrone', 'credit_id': '52fe4626c3a36847f80ef787', 'gender': 2, 'id': 923, 'name': 'Dean Stockwell', 'order': 3, 'profile_path': '/gdHo8LNElMf1XxoRYgi0UUzbJuB.jpg'}, {'cast_id': 5, 'character': 'Kathleen', 'credit_id': '52fe4626c3a36847f80ef78b', 'gender': 1, 'id': 129187, 'name': 'Jeanne Barr', 'order': 4, 'profile_path': None}]|[{'credit_id': '52fe4626c3a36847f80ef791', 'department': 'Directing', 'gender': 2, 'id': 39996, 'job': 'Director', 'name': 'Sidney Lumet', 'profile_path': '/boygOB4WxxfvucKirmTK6KNiGRM.jpg'}]
False|/gluooDaZ9PYOq4pUlKDCagRoBcp.jpg||0|[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]||43006|tt0056267|en|My Geisha|"A director's (Yves Montand) wife (Shirley MacLaine) poses as a geisha to win the lead in his Japanese production of ""Madame Butterfly."""|2.873|/agETDkxKKoPSZSeYULan3L61IFn.jpg|[{'id': 82939, 'logo_path': None, 'name': 'Sachiko', 'origin_country': ''}, {'id': 4, 'logo_path': '/fycMZt242LVjagMByZOLUGbCvv3.png', 'name': 'Paramount', 'origin_country': 'US'}]|[{'iso_3166_1': 'US', 'name': 'United States of America'}]|1962-03-09|0|119|[{'iso_639_1': 'ja', 'name': '日本語'}, {'iso_639_1': 'en', 'name': 'English'}]|Released||My Geisha|False|6.1|7|"[{'cast_id': 2, 'character': 'Lucy Dell / Yoko Mori', 'credit_id': '52fe4626c3a36847f80ef7f1', 'gender': 1, 'id': 4090, 'name': 'Shirley MacLaine', 'order': 0, 'profile_path': '/mpW9c34IAFPW0ODuKR8J0FAqN5i.jpg'}, {'cast_id': 3, 'character': 'Paul Robaix', 'credit_id': '52fe4626c3a36847f80ef7f5', 'gender': 2, 'id': 2565, 'name': 'Yves Montand', 'order': 1, 'profile_path': '/sUZFiQzMLn4QolPZza0zfLsekaF.jpg'}, {'cast_id': 4, 'character': 'Sam Lewis', 'credit_id': '52fe4626c3a36847f80ef7f9', 'gender': 2, 'id': 13566, 'name': 'Edward G. Robinson', 'order': 2, 'profile_path': '/sI3vtDTeGcV0uhumtZmYmfcOBav.jpg'}, {'cast_id': 5, 'character': 'Bob Moore', 'credit_id': '52fe4626c3a36847f80ef7fd', 'gender': 2, 'id': 7125, 'name': 'Robert Cummings', 'order': 3, 'profile_path': '/opnAIsyGG8Tgnr0KyrmHJxkFSxX.jpg'}, {'cast_id': 6, 'character': 'Kazumi Ito', 'credit_id': '52fe4626c3a36847f80ef801', 'gender': 1, 'id': 996687, 'name': 'Yoko Tani', 'order': 4, 'profile_path': '/8GlKMs9OQlX5gZPbClGU8ycZwnn.jpg'}, {'cast_id': 7, 'character': 'Kenichi Takata', 'credit_id': '52fe4626c3a36847f80ef805', 'gender': 2, 'id': 213511, 'name': 'Tatsuo Saitô', 'order': 5, 'profile_path': '/gFue2IdqAXQLm9GkeiDDOmoBAQx.jpg'}, {'cast_id': 8, 'character': 'Amatsu Hisako', 'credit_id': '52fe4626c3a36847f80ef809', 'gender': 1, 'id': 1066919, 'name': 'Tamae Kyokawa', 'order': 6, 'profile_path': None}, {'cast_id': 9, 'character': 'Hisako', 'credit_id': '52fe4626c3a36847f80ef80d', 'gender': 0, 'id': 1066920, 'name': 'Ichirô Hayakawa', 'order': 7, 'profile_path': None}, {'cast_id': 10, 'character': 'Leonard Lewis', 'credit_id': '52fe4626c3a36847f80ef811', 'gender': 2, 'id': 78778, 'name': 'Alex Gerry', 'order': 8, 'profile_path': '/4QZ2dhwYxtXZ8iEtcCPQUiAKJYs.jpg'}, {'cast_id': 11, 'character': 'Shiga', 'credit_id': '52fe4626c3a36847f80ef815', 'gender': 0, 'id': 1066921, 'name': 'Tsugundo Maki', 'order': 9, 'profile_path': None}, {'cast_id': 12, 'character': ""George (Robaix's butler)"", 'credit_id': '52fe4626c3a36847f80ef819', 'gender': 0, 'id': 1066922, 'name': 'George Furness', 'order': 10, 'profile_path': None}]"|[{'credit_id': '52fe4626c3a36847f80ef7ed', 'department': 'Directing', 'gender': 2, 'id': 6603, 'job': 'Director', 'name': 'Jack Cardiff', 'profile_path': None}]
